Generation,Elapsed Time (milliseconds),Elapsed Time (mm:ss.mili),Population Size,Tournament Size,Max Generations,Initial Tree Height,Max Tree Height,Mutation Tree Height,Initial Generation Method,Reproduction Method,Input Training Data,Final Fitness Goal,Crossover Probability,Reproduction Probability,Mutation Probability,Final Fitness,Final Height,Final isValid,First Fitness,First Height,First isValid,Final Tree,First Tree
7,18," 00:00.18 ",100,4,500000,4,10,2,FULL,TOURNAMENT_SELECTION,20001 15313.5 3961.5 1105.5 3 1.5 365.5 4803 7939 147425.5,0.001,90%,10%,5%,0.0,4,true,25.14285749731103,4,true,(((x*x)-(5-3))-(0/(-7+0)))-(5*((-3*0)/(9-1))),(((x*x)-(5-3))-((-4+9)/(-7+0)))-(((7/5)-(3-4))*((-3*2)/(9-1)))
79,321," 00:00.321 ",100,4,500000,4,10,2,FULL,TOURNAMENT_SELECTION,20001 15313.5 3961.5 1105.5 3 1.5 365.5 4803 7939 147425.5,0.001,90%,10%,5%,3.814697265625E-6,10,true,2.2462269492745712E10,4,true,(((6/-1)*(2-x))/((-8+2)+(2+(8*-1))))*((0/((((x--1)/(8*6))/(6/-1))-(2+(-1*x))))+((3-6)+((-3+((((8*0)-(2+(8*x)))--7)/(6-2)))-((-1/(((3-6)*(2-x))/((-8+2)+(2+(8*-1)))))+((((3-6)-6)/-4)*(3/-9)))))),(((-6-9)+(5+4))-((2/5)/(-3*-4)))*(((-9/-7)/(-5-5))-((6+2)+(8*x)))
18,49," 00:00.49 ",100,4,500000,4,10,2,FULL,TOURNAMENT_SELECTION,20001 15313.5 3961.5 1105.5 3 1.5 365.5 4803 7939 147425.5,0.001,90%,10%,5%,0.0,8,true,2.2461116229026096E10,4,true,((-3/-1)+(x*x))-(((-3--3)/(x-((4+-4)-(-6+((-3/-1)+(x*x))))))--5),(((2--4)-(-6*8))+((-6/x)-(2*-4)))+(((-1*x)+(-2+-2))*((-6*7)-(-4*-3)))
69,181," 00:00.181 ",100,4,500000,4,10,2,FULL,TOURNAMENT_SELECTION,20001 15313.5 3961.5 1105.5 3 1.5 365.5 4803 7939 147425.5,0.001,90%,10%,5%,1.862645149230957E-9,7,true,2.2434003644E10,4,true,((((((2*-8)*3)+(2*-8))+-8)/(x*6))-(x*-6))*(-1+(2+(-1-(x/-6)))),(((-3*x)-(6/8))-((-8--5)*(-1+0)))-(((x/-6)+(-8/-9))*((-9*2)*(8*-8)))
126,552," 00:00.552 ",100,4,500000,4,10,2,FULL,TOURNAMENT_SELECTION,20001 15313.5 3961.5 1105.5 3 1.5 365.5 4803 7939 147425.5,0.001,90%,10%,5%,1.1102230246251565E-16,5,true,2.2469957751E10,4,true,x*(x-(-4/((x+x)*(-8--7)))),(((x--4)/(0--1))+((9*x)-(4*-6)))-(((0-4)+(8/4))-((9--6)-(9+4)))
46,136," 00:00.136 ",100,4,500000,4,10,2,FULL,TOURNAMENT_SELECTION,20001 15313.5 3961.5 1105.5 3 1.5 365.5 4803 7939 147425.5,0.001,90%,10%,5%,0.0,8,true,2.24466652135E10,4,true,(((-9+-9)/(-9+((((1+6)+-7)/-8)/(-9+-9))))-((((1+6)+-7)/(((1+6)+x)-(6+-7)))/6))+((-4-(0-((6+x)-((1+6)+-7))))*((-2+x)*(1/1))),(((6*-7)/(-1/3))*((-6+x)-(1+4)))-(((-9-1)-(9-1))/((-2-0)+(0*1)))
37,116," 00:00.116 ",100,4,500000,4,10,2,FULL,TOURNAMENT_SELECTION,20001 15313.5 3961.5 1105.5 3 1.5 365.5 4803 7939 147425.5,0.001,90%,10%,5%,0.0,8,true,2.236960855915306E10,4,true,(((2*9)-(-6-6))-(((((5--6)+((-3+x)-(5--6)))+(0*8))*((x*-1)+(-2+-1)))-(-6-8)))-(((8+-9)+(-5*-2))+((0*8)/((((-6-8)+(-6*x))+(-2+-6))*9))),(((-2/-2)+(-3*2))*((-6/-1)-(-8/-7)))*(((-8-2)/(-7*-8))-((x*7)*(-6/-2)))
179,831," 00:00.831 ",100,4,500000,4,10,2,FULL,TOURNAMENT_SELECTION,20001 15313.5 3961.5 1105.5 3 1.5 365.5 4803 7939 147425.5,0.001,90%,10%,5%,0.0,2,true,2.2309515223833332E10,4,true,(-6--4)+(x*x),(((4+x)*(7*6))*((-5-9)*(-2/6)))*(((0*-6)+(-4/6))+((-6*-8)/(2--8)))
264,728," 00:00.728 ",100,4,500000,4,10,2,FULL,TOURNAMENT_SELECTION,20001 15313.5 3961.5 1105.5 3 1.5 365.5 4803 7939 147425.5,0.001,90%,10%,5%,1.1102230246251565E-16,7,true,4.0138591732468E13,6,true,((((((4-4)+-5)/-5)--9)/(-5*x))+x)*x,(((-3/-3)*(3+x))+((0/5)-(-1/5)))*(((((-8-9)*(x--7))*-5)*(4-7))*((x+1)-(x+-6)))
137,488," 00:00.488 ",100,4,500000,4,10,2,FULL,TOURNAMENT_SELECTION,20001 15313.5 3961.5 1105.5 3 1.5 365.5 4803 7939 147425.5,0.001,90%,10%,5%,1.1102230246251565E-16,4,true,2.2317810746714287E10,4,true,x*(x-((-6/-3)/x)),(((5+9)*(-2+-9))*((x+-9)*(1*-5)))-(((-3-0)+(3+9))+((-9/7)-(8-x)))
661,2132," 00:02.132 ",100,4,500000,4,10,2,FULL,TOURNAMENT_SELECTION,20001 15313.5 3961.5 1105.5 3 1.5 365.5 4803 7939 147425.5,0.001,90%,10%,5%,3.883847967012244E-6,10,true,2.2404452211E10,4,true,(7+(((-4*(-4/(x+((4/(4+4))*4))))/((x/7)+x))-(7*x)))/((-4*7)/(4*((4/((4/x)*((4/4)+x)))+x))),(((9*-7)*(-7-9))*((4/-4)/(-1--7)))*(((0*8)*(-3--7))+((9*-1)-(2*x)))
137,515," 00:00.515 ",100,4,500000,4,10,2,FULL,TOURNAMENT_SELECTION,20001 15313.5 3961.5 1105.5 3 1.5 365.5 4803 7939 147425.5,0.001,90%,10%,5%,1.1102230246251565E-16,6,true,2.2450851403627537E10,4,true,(1*x)*((((-9-1)*(1/(x*5)))/1)+x),(((-2/4)+(1*x))/((4+-1)-(-4+-3)))-(((5*-7)*(x*3))+((1/x)/(-6/8)))
25,76," 00:00.76 ",100,4,500000,4,10,2,FULL,TOURNAMENT_SELECTION,20001 15313.5 3961.5 1105.5 3 1.5 365.5 4803 7939 147425.5,0.001,90%,10%,5%,7.888919539318362E-4,10,true,8483234.44444449,4,true,((((5/(-2+7))*9)+(-8-x))*((2/((((((-2+7)+(-8-x))*((2/-1)-(x--1)))-(x--1))*((((-2+7)+(-8*9))*((-1/9)-(x--1)))-(x--1)))-9))-(x--1)))-((((2-(6+6))+4)--8)+-1),(((5*9)+(-8-x))*((2/9)-(x--1)))-(((8+4)-(-2+7))+((6*x)+(7*-5)))
41,117," 00:00.117 ",100,4,500000,4,10,2,FULL,TOURNAMENT_SELECTION,20001 15313.5 3961.5 1105.5 3 1.5 365.5 4803 7939 147425.5,0.001,90%,10%,5%,2.220446049250313E-16,5,true,2.24437825055E10,4,true,-1+(((1*3)-((-8+x)/-3))*((-8+(1*5))-(-3*x))),(((1/-3)-(-6*3))+((x/-9)+(3/-3)))*(((4*-9)-(8+9))*((9*1)+(9--6)))
28,72," 00:00.72 ",100,4,500000,4,10,2,FULL,TOURNAMENT_SELECTION,20001 15313.5 3961.5 1105.5 3 1.5 365.5 4803 7939 147425.5,0.001,90%,10%,5%,0.0,6,true,2.2451344278685184E10,4,true,((-7-(6/-3))-((((-7+3)/-3)*(6*x))*(x/-8)))--3,(((4+0)+(6+7))+((-5/9)/(-6--1)))*(((-7+1)-(-7*0))*((4-x)+(7/9)))
2406,2494," 00:02.494 ",100,4,500000,4,10,2,FULL,TOURNAMENT_SELECTION,20001 15313.5 3961.5 1105.5 3 1.5 365.5 4803 7939 147425.5,0.001,90%,10%,5%,0.0,2,true,2.195612282015873E10,4,true,-2+(x*x),(((-9*x)*(7*-9))-((-8/9)+(5*6)))*(((4--4)+(7--9))/((7-1)-(3/4)))
1616,1806," 00:01.806 ",100,4,500000,4,10,2,FULL,TOURNAMENT_SELECTION,20001 15313.5 3961.5 1105.5 3 1.5 365.5 4803 7939 147425.5,0.001,90%,10%,5%,0.0,2,true,1.1190139243E10,4,true,-2+(x*x),(((9*8)-(-1+-6))+((-5*-9)*(6*-3)))*(((8+5)*(-4+-7))*((8+x)-(-2-5)))
298,1660," 00:01.660 ",100,4,500000,4,10,2,FULL,TOURNAMENT_SELECTION,20001 15313.5 3961.5 1105.5 3 1.5 365.5 4803 7939 147425.5,0.001,90%,10%,5%,0.0,2,true,2.1722901513925808E10,4,true,-2+(x*x),(((8-7)/(-9--2))+((-3/x)*(6--2)))-(((x*x)-(3/7))/((-9/1)+(-7*3)))
1589,3531," 00:03.531 ",100,4,500000,4,10,2,FULL,TOURNAMENT_SELECTION,20001 15313.5 3961.5 1105.5 3 1.5 365.5 4803 7939 147425.5,0.001,90%,10%,5%,1.3038517043817421E-8,6,true,1.7976938538768913E10,4,true,((((x+(-1/x))+0)+(((5/5)*-1)/x))+0)*x,(((-5/x)/(4*-5))+((5*5)-(7/6)))+(((8+x)/(5*1))*((-1/5)+(x+8)))
172,642," 00:00.642 ",100,4,500000,4,10,2,FULL,TOURNAMENT_SELECTION,20001 15313.5 3961.5 1105.5 3 1.5 365.5 4803 7939 147425.5,0.001,90%,10%,5%,0.0,4,true,2.2460727266E10,4,true,(((x/1)*(x/1))--7)+-9,(((5-1)*(7+0))*((x*2)-(-5*-8)))-(((-3/-1)*(-2*-7))-((6+-9)+(9/-4)))
4062,3904," 00:03.904 ",100,4,500000,4,10,2,FULL,TOURNAMENT_SELECTION,20001 15313.5 3961.5 1105.5 3 1.5 365.5 4803 7939 147425.5,0.001,90%,10%,5%,0.0,2,true,2.232757242538889E10,4,true,(x*x)+(1+-3),(((-4+9)-(9/2))*((-5--4)/(9/-5)))+(((8*x)-(9+-5))*((-8+-7)*(-5+-1)))
18,48," 00:00.48 ",100,4,500000,4,10,2,FULL,TOURNAMENT_SELECTION,20001 15313.5 3961.5 1105.5 3 1.5 365.5 4803 7939 147425.5,0.001,90%,10%,5%,0.0,5,true,2.23828221637E10,4,true,(x*x)+((-2/(6-0))*(((-6*6)+(3-3))/-6)),(((6*5)+(3--4))*((x-1)*(4*3)))-(((-9+1)-(3*-3))/((-5/7)*(7+-5)))
12,30," 00:00.30 ",100,4,500000,4,10,2,FULL,TOURNAMENT_SELECTION,20001 15313.5 3961.5 1105.5 3 1.5 365.5 4803 7939 147425.5,0.001,90%,10%,5%,0.0,4,true,160269.33333659975,4,true,((9*(8-9))+1)-(x-((x*x)+(6+x))),(((-3*6)*(8-1))+((7*6)+(x/-5)))-(((-4/-9)-(-9+9))-((x*x)+(6+x)))
42,112," 00:00.112 ",100,4,500000,4,10,2,FULL,TOURNAMENT_SELECTION,20001 15313.5 3961.5 1105.5 3 1.5 365.5 4803 7939 147425.5,0.001,90%,10%,5%,3.958120942115784E-9,6,true,2.222693625E10,4,true,(1-x)*((-5-x)+(((8/(1-x))/-8)+4)),(((8+4)*(-9+-8))/((1/-4)/(3/-2)))*(((8/-3)+(-8-x))+((-5*1)+(4+9)))
11,27," 00:00.27 ",100,4,500000,4,10,2,FULL,TOURNAMENT_SELECTION,20001 15313.5 3961.5 1105.5 3 1.5 365.5 4803 7939 147425.5,0.001,90%,10%,5%,0.0,5,true,5624398.00000128,4,true,((-1+(-2+-2))--4)-(((x+-6)+((3/3)+4))*(((3/3)+-2)+(x*-1))),(((9+4)*(-3/-9))-((6+6)-(8-9)))-(((x+-6)+(-9+-2))*((4--7)+(x*-1)))
646,2722," 00:02.722 ",100,4,500000,4,10,2,FULL,TOURNAMENT_SELECTION,20001 15313.5 3961.5 1105.5 3 1.5 365.5 4803 7939 147425.5,0.001,90%,10%,5%,1.514328873177817E-4,9,true,2.2411959533666668E10,4,true,((((((x+0)/((9*x)+(0*(2/9))))/7)/((-9/(4+0))+((-8/7)*(7-(-9/(4+0))))))+(-8-2))+((9/(((((7/2)+(0+7))/(2/-1))/(7/2))+((7/2)+(-8*5))))+(7-((((x+(7/2))/((7/2)+-8))--2)*((3+(0+(9*x)))/(7/2))))))-((((x+6)/(2+-8))-0)*((3+(5+(9*x)))/(7/2))),(((x+x)+(-8/-3))*((-6*2)+(7*4)))*(((1-7)+(6+-6))/((-4*9)/(7*8)))
15,33," 00:00.33 ",100,4,500000,4,10,2,FULL,TOURNAMENT_SELECTION,20001 15313.5 3961.5 1105.5 3 1.5 365.5 4803 7939 147425.5,0.001,90%,10%,5%,0.0,5,true,1609747.0,4,true,((((7-6)*(-7*-1))/7)-(x+3))+((-4-(6*-4))+((x+(-5--1))*(5+x))),(((5*5)*(-7*-1))*((-4+-2)/(-5--1)))+(((8-6)-(6*7))+((x+3)*(5+x)))
118,371," 00:00.371 ",100,4,500000,4,10,2,FULL,TOURNAMENT_SELECTION,20001 15313.5 3961.5 1105.5 3 1.5 365.5 4803 7939 147425.5,0.001,90%,10%,5%,0.0,2,true,2.14043797715E10,4,true,(x*x)-2,(((2+6)*(2+6))*((x+1)*(-8+-1)))*(((-4*7)+(6+5))+((1-6)*(3/-2)))
50,143," 00:00.143 ",100,4,500000,4,10,2,FULL,TOURNAMENT_SELECTION,20001 15313.5 3961.5 1105.5 3 1.5 365.5 4803 7939 147425.5,0.001,90%,10%,5%,0.0,2,true,2.1328866887E10,4,true,-2+(x*x),(((7/1)+(x+-6))*((5*-7)-(-9+7)))*(((9+-6)/(-2/7))+((-3*4)*(7--7)))
14,37," 00:00.37 ",100,4,500000,4,10,2,FULL,TOURNAMENT_SELECTION,20001 15313.5 3961.5 1105.5 3 1.5 365.5 4803 7939 147425.5,0.001,90%,10%,5%,0.0,2,true,2.245265464125E10,4,true,(x*x)-2,(((8*x)*(5--7))+((1*-8)-(7+-9)))-(((-2-1)*(-6/-9))-((-6+-2)-(x/-8)))
7,17," 00:00.17 ",100,4,500000,4,10,2,FULL,TOURNAMENT_SELECTION,20001 15313.5 3961.5 1105.5 3 1.5 365.5 4803 7939 147425.5,0.001,90%,10%,5%,0.0,5,true,801558.0,4,true,7+(((x*x)-((3*3)+-6))-(3*(1--1))),(((-2-7)*(7*6))+((8*x)/(1--1)))+(((x*x)-(1+-6))-((0/x)+(4*-6)))
82,228," 00:00.228 ",100,4,500000,4,10,2,FULL,TOURNAMENT_SELECTION,20001 15313.5 3961.5 1105.5 3 1.5 365.5 4803 7939 147425.5,0.001,90%,10%,5%,0.0,10,true,2.2181984185907738E10,4,true,((x-((8/x)/-8))*(x-((((1-(-8/(x/-3)))/(1/(2+(x+8))))/((8*((-3*-9)/(-6+(0/x))))/-8))*0)))+-3,(((-2*x)*(-6*1))-((x-8)/(-6/x)))*(((2+0)-(-6+-5))/((-2+-6)*(7*-3)))
106,329," 00:00.329 ",100,4,500000,4,10,2,FULL,TOURNAMENT_SELECTION,20001 15313.5 3961.5 1105.5 3 1.5 365.5 4803 7939 147425.5,0.001,90%,10%,5%,0.0,3,true,2.2241867870571426E10,4,true,((5*2)+(x*x))-(6*2),(((3*3)-(4/-7))*((6/-7)*(2+-4)))*(((x*5)-(8*-2))*((1*5)+(0--9)))
28,60," 00:00.60 ",100,4,500000,4,10,2,FULL,TOURNAMENT_SELECTION,20001 15313.5 3961.5 1105.5 3 1.5 365.5 4803 7939 147425.5,0.001,90%,10%,5%,1.3038517820973539E-8,7,true,1.68442389875E10,4,true,x*((((-1/x)/(-6/(-1/(-1/-6))))-(-1*-6))+(((-1*-6)+x)-((-6/-6)/x))),(((9-5)*(-3*-4))-((1*x)*(2/-8)))*(((0/-9)-(-1*-6))+((8+x)-(-1/-6)))
70,233," 00:00.233 ",100,4,500000,4,10,2,FULL,TOURNAMENT_SELECTION,20001 15313.5 3961.5 1105.5 3 1.5 365.5 4803 7939 147425.5,0.001,90%,10%,5%,1.1102230246251565E-16,3,true,2.230778839259589E10,4,true,((-2/x)+x)*x,(((-3/-4)*(-3--5))*((1-3)-(4-0)))+(((x/-3)*(0+x))/((-5*9)+(5/-8)))
15,39," 00:00.39 ",100,4,500000,4,10,2,FULL,TOURNAMENT_SELECTION,20001 15313.5 3961.5 1105.5 3 1.5 365.5 4803 7939 147425.5,0.001,90%,10%,5%,0.0,6,true,2210404.7142873723,4,true,(((2+x)+(9+-8))*((x+-8)-(2*-2)))+((-8+(((-8/-7)*7)--5))+(9+((x+-8)-(2*-2)))),(((2+x)+(9+-8))*((x+-8)-(-3*-2)))+(((-8/-7)*(5--5))+((2-0)-(5-2)))
24,56," 00:00.56 ",100,4,500000,4,10,2,FULL,TOURNAMENT_SELECTION,20001 15313.5 3961.5 1105.5 3 1.5 365.5 4803 7939 147425.5,0.001,90%,10%,5%,0.0,3,true,2.233928151804491E10,4,true,(x*x)+(7+(-2-7)),(((-8+x)/(1+-4))*((1+-6)/(x/-3)))+(((4-8)+(5*-9))*((-9/4)*(x*6)))
217,1030," 00:01.30 ",100,4,500000,4,10,2,FULL,TOURNAMENT_SELECTION,20001 15313.5 3961.5 1105.5 3 1.5 365.5 4803 7939 147425.5,0.001,90%,10%,5%,1.1102230246251565E-16,3,true,2.2260277047566666E10,4,true,x*((-2/x)+x),(((7/5)+(6/-9))-((-3--3)/(-5*-7)))-(((-2--4)*(x--8))*((8*-6)*(9--2)))
35,111," 00:00.111 ",100,4,500000,4,10,2,FULL,TOURNAMENT_SELECTION,20001 15313.5 3961.5 1105.5 3 1.5 365.5 4803 7939 147425.5,0.001,90%,10%,5%,9.499490261077881E-8,6,true,1.925395646014286E10,4,true,((-2/7)-((1*x)/(-5-2)))*(((3-5)/(((1*x)/(-5-2))+((3-5)/(-5-2))))+((x-((x-2)+(-7+-5)))+(x*7))),(((-2/7)-(4*-9))-((1*x)/(-5-2)))*(((3-5)/(-7+-5))+((x-2)+(3*7)))
39,85," 00:00.85 ",100,4,500000,4,10,2,FULL,TOURNAMENT_SELECTION,20001 15313.5 3961.5 1105.5 3 1.5 365.5 4803 7939 147425.5,0.001,90%,10%,5%,0.0,4,true,2.2356614853E10,4,true,((4+(-4-x))*((x/-2)+(x/-2)))+-2,(((-5+x)*(3*-8))*((2*-3)*(9+-5)))-(((x+7)+(-1-2))+((4*0)*(9/-2)))
4364,4178," 00:04.178 ",100,4,500000,4,10,2,FULL,TOURNAMENT_SELECTION,20001 15313.5 3961.5 1105.5 3 1.5 365.5 4803 7939 147425.5,0.001,90%,10%,5%,0.0,2,true,2.2463968480433334E10,4,true,(x*x)+-2,(((-8*3)/(3*1))*((7/5)/(-9/6)))*(((5+-2)-(9*4))+((6/-9)*(-8*x)))
83,233," 00:00.233 ",100,4,500000,4,10,2,FULL,TOURNAMENT_SELECTION,20001 15313.5 3961.5 1105.5 3 1.5 365.5 4803 7939 147425.5,0.001,90%,10%,5%,0.0,4,true,2.224475984420864E10,4,true,(6--4)+(-8-(4-(x*x))),(((6*3)-(-4+-4))-((8+1)/(x--8)))-(((x*9)*(-3*-7))*((2+0)-(1--7)))
116,316," 00:00.316 ",100,4,500000,4,10,2,FULL,TOURNAMENT_SELECTION,20001 15313.5 3961.5 1105.5 3 1.5 365.5 4803 7939 147425.5,0.001,90%,10%,5%,1.1102230246251565E-16,5,true,1.3893264239E10,4,true,(x-(8/(x-(x*-3))))*x,(((2--7)-(-5*7))*((-4-4)*(5/1)))*(((4*-3)-(x-3))*((-5*-9)+(-9+7)))
50,189," 00:00.189 ",100,4,500000,4,10,2,FULL,TOURNAMENT_SELECTION,20001 15313.5 3961.5 1105.5 3 1.5 365.5 4803 7939 147425.5,0.001,90%,10%,5%,1.5987211554602254E-14,8,true,1.3261654422819843E9,4,true,(((6/2)*(1*-2))+(0-(9-8)))-(((-5-x)+-2)*((x+5)+(((-4/3)-(6/((2-x)-9)))*((9-4)+4)))),(((4+0)*(-3+x))*((4-8)+(6*0)))*(((4/3)-(6/x))+((-3-x)/(8--9)))
10,38," 00:00.38 ",100,4,500000,4,10,2,FULL,TOURNAMENT_SELECTION,20001 15313.5 3961.5 1105.5 3 1.5 365.5 4803 7939 147425.5,0.001,90%,10%,5%,0.0,4,true,2.03143248115E10,4,true,((8-1)/(8-1))*(((7+-5)+-4)+(x*x)),(((4-7)*(3*8))-((-7*-6)-(1*-7)))*(((-4+-3)*(-5--7))*((7*x)+(7+-5)))
15,39," 00:00.39 ",100,4,500000,4,10,2,FULL,TOURNAMENT_SELECTION,20001 15313.5 3961.5 1105.5 3 1.5 365.5 4803 7939 147425.5,0.001,90%,10%,5%,0.0,6,true,2.24376175085E10,5,true,(((-4*-1)*(5+1))-((x/-9)*(2*x)))+(-9-(1-((-4+(-3*4))-((x/-9)*(7*x))))),(((0-0)*(7/-5))+((3+(-8+-7))+(0-7)))*(((-4*-1)*(5-x))-((-4+x)*(1+4)))

116,364," 00:00.364 ",100,6,500000,4,10,2,FULL,TOURNAMENT_SELECTION,20001 15313.5 3961.5 1105.5 3 1.5 365.5 4803 7939 147425.5,0.001,90%,10%,5%,3.827968612424293E-6,9,true,2.24589096825E10,4,true,((x+(-3/((((x+x)*(x/(x*x)))*((x+(x+x))*(x/(x*x))))*x)))+(x*(-3/((((x+x)*(x/(x*x)))*x)*x))))*x,(((2*7)+(-2+0))+((-7*x)+(-6*-9)))+(((-4/-2)-(-2*-8))+((4-x)*(9*-8)))
30,103," 00:00.103 ",100,6,500000,4,10,2,FULL,TOURNAMENT_SELECTION,20001 15313.5 3961.5 1105.5 3 1.5 365.5 4803 7939 147425.5,0.001,90%,10%,5%,0.0,10,true,2.2468953782686855E10,4,true,(((9-x)+(-9--7))*(-7-x))+(((0/3)/((-9*(((-9/(-7/(-7--2)))/-9)+(x*-4)))-8))+((-9*((8/((9--2)+(-9--7)))+(1*-7)))-8)),(((-6+-2)+(5*-9))+((-3*x)*(-5/1)))+(((-7+5)*(-2/x))*((-3+0)*(-2+-4)))
32,161," 00:00.161 ",100,6,500000,4,10,2,FULL,TOURNAMENT_SELECTION,20001 15313.5 3961.5 1105.5 3 1.5 365.5 4803 7939 147425.5,0.001,90%,10%,5%,3.704626612620887E-4,9,true,1933.2857141998488,4,true,((((0-(8/7))/((7+-9)/(-6+8)))/(((-5/-2)-((-9--6)-(8/7)))*(((9/-7)--6)+(-7/-8))))*(((8/7)*((8/7)*(-8/-8)))+((((((8/7)/5)/2)-(8/(8/7)))/9)/-9)))+(((x*x)-((9/5)/2))-((8/7)*(-8/-8))),(((-4-4)-(-4/-4))*((6-0)+(-8*-2)))+(((x*x)-(-9/2))-((8/7)*(-8/-5)))
57,217," 00:00.217 ",100,6,500000,4,10,2,FULL,TOURNAMENT_SELECTION,20001 15313.5 3961.5 1105.5 3 1.5 365.5 4803 7939 147425.5,0.001,90%,10%,5%,1.3322676295501878E-15,7,true,2.2006500735E10,4,true,((((x+-8)-(2/((x*-1)*-1)))+7)--1)*x,(((-8*-5)*(-6*-9))+((5+5)*(2*2)))*(((9+8)/(-8*2))*((0--1)-(2+x)))
